t_s,enc_as5600_deg,acc_as5600_deg,clar_counts,clar_deg,cmd_sps,cmd_dir,cmd_vel
0.196187,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.197187,263.6719,-0.966797,110,77.3438,0.00,1,0.00
0.198188,263.6719,-0.966797,110,77.3438,0.00,1,0.00
0.199189,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.200189,263.6719,-0.966797,110,77.3438,0.00,1,0.00
0.201189,263.6719,-0.966797,110,77.3438,0.00,1,0.00
0.202189,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.203189,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.204189,263.8477,-0.791016,110,77.3438,0.00,1,0.00
0.205189,263.8477,-0.791016,110,77.3438,0.00,1,0.00
0.206189,263.6719,-0.966797,110,77.3438,0.00,1,0.00
0.207190,263.6719,-0.966797,110,77.3438,0.00,1,0.00
0.208190,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.209190,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.210190,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.211190,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.212190,263.6719,-0.966797,110,77.3438,0.00,1,0.00
0.213190,263.6719,-0.966797,110,77.3438,0.00,1,0.00
0.214190,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.215191,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.216192,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.217192,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.218192,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.219192,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.220192,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.221192,263.7598,-0.878906,110,77.3438,0.00,1,0.00
0.222192,263.7598,-0.878906,110,77.3438,0.00,1,0.00
